volume,family_name,genus_name,genus_label,genus_index_parsed,species_scientific_name,thailand,distribution,ecology,family_url,genus_url,species_url,specific_name
11,Araceae,4. Amorphophallus,Amorphophallus,4.0,Amorphophallus serrulatus Hett. & A.Galloway,"NORTHERN: Tak (type: Galloway AGA-1500-01-T, holotype -WAG).",Endemic.,Not recorded.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Amorphophallus&tdcode=04861,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04907,Amorphophallus serrulatus Hett. & A.Galloway
11,Araceae,4. Amorphophallus,Amorphophallus,4.0,Amorphophallus obscurus Hett. & Sizemore,"EASTERN: Ubon Ratchathani (type: Sizemore s.n. cult. sub. Hetterscheid H.AM. 1148-T, holotype -L).",Endemic.,Not recorded.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Amorphophallus&tdcode=04861,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04895,Amorphophallus obscurus Hett. & Sizemore
11,Araceae,4. Amorphophallus,Amorphophallus,4.0,Amorphophallus polyanthus Hett. & Sizemore,"NORTH-EASTERN: Loei (type: Sizemore s.n. cult. sub. Hetterscheid H.AM. 873-T, holotype -L).",Endemic.,"Deep shade, near base of rocky outcrop.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Amorphophallus&tdcode=04861,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04898,Amorphophallus polyanthus Hett. & Sizemore
11,Araceae,4. Amorphophallus,Amorphophallus,4.0,Amorphophallus cirrifer Stapf,EASTERN: Chaiyaphum; SOUTH-WESTERN: Uthai Thani; CENTRAL: Saraburi; SOUTH-EASTERN: Chon Buri.,"Endemic. Described from plants cultivated at Royal Botanic Gardens, Kew, sent by A.F.G.Kerr (Kerr 17022, holotype K).","Deciduous forests, open dry mixed forests, degraded deciduous forests and bamboo-rich ‘jungle’; 50–400 m alt.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Amorphophallus&tdcode=04861,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04873,Amorphophallus cirrifer Stapf
11,Araceae,4. Amorphophallus,Amorphophallus,4.0,Amorphophallus prainii Hook.f.,"NORTH-EASTERN: Nakhon Phanom (type: Kerr 21402, holotype -P, isotypes -BK K); PENINSULAR: Phatthalung, Trang, Songkhla, Yala.",Peninsular Malaysia (types of,"Scrub, evergreen forests, on limestone; 0–850 m alt.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Amorphophallus&tdcode=04861,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04899,Amorphophallus prainii Hook.f.
11,Araceae,4. Amorphophallus,Amorphophallus,4.0,Amorphophallus bangkokensis Gagnep.,"CENTRAL: Krung Thep Maha Nakhon (Bangkok) (type: Kerr 12824, holotype -P, isotypes -BK K); SOUTH-EASTERN: Prachin Buri.",Endemic.,Low-lying waste ground.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Amorphophallus&tdcode=04861,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04868,Amorphophallus bangkokensis Gagnep.
11,Araceae,4. Amorphophallus,Amorphophallus,4.0,Amorphophallus paeoniifolius (Dennst.) Nicolson,"NORTHERN: Chiang Mai, Sukhothai; EASTERN: Nakhon Ratchasima; SOUTH-WESTERN: Kanchanaburi; CENTRAL: Krung Thep Maha Nakhon (Bangkok), Saraburi; PENINSULAR: Chumphon, Nakhon Si Thammarat.","Madagascar, eastwards via India (type of","In almost all imaginable secondary conditions, either secondary forests or highly disturbed areas, in dappled shade or fully exposed ground; 0–700 m alt.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Amorphophallus&tdcode=04861,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04897,Amorphophallus paeoniifolius (Dennst.) Nicolson
11,Araceae,4. Amorphophallus,Amorphophallus,4.0,Amorphophallus muelleri Blume,"NORTHERN: Chiang Mai, Tak; SOUTH-WESTERN: Kanchanaburi (type of Amorphophallus erubescens : Wichian, Kwae Noi River Basin Exp. NR. 200A, holotype -L, isotypes -A K L).",Andaman Islands (type of,Ruderal and open secondary seasonal forests.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Amorphophallus&tdcode=04861,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04893,Amorphophallus muelleri Blume
11,Araceae,4. Amorphophallus,Amorphophallus,4.0,Amorphophallus corrugatus N.E.Br.,"NORTHERN: Chiang Mai (type: Kerr 1105, holotype -K, isotypes -BK E; type of Thomsonia sutepensis : Hu 3478, holotype -C).","SW China, Myanmar.","Primary evergreen forests on granite, in shade, often found growing together with",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Amorphophallus&tdcode=04861,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04874,Amorphophallus corrugatus N.E.Br.
11,Araceae,4. Amorphophallus,Amorphophallus,4.0,Amorphophallus sumawongii (Bogner) Bogner & Mayo,"SOUTH-EASTERN: Sa Kaeo (Wathana Nakhon – type: Bogner 372, holotype -M, isotypes -K US).",Endemic.,Dry dipterocarp forests; ca 120 m alt.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Amorphophallus&tdcode=04861,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04909,Amorphophallus sumawongii (Bogner) Bogner & Mayo
11,Araceae,4. Amorphophallus,Amorphophallus,4.0,Amorphophallus aberrans Hett.,"NORTHERN: Tak (type: Murata, Fukuoka & Phengklai T-16977, holotype -KYO); SOUTH-WESTERN: Uthai Thani.",Endemic.,Dry savanna forests; ca 150 m alt.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Amorphophallus&tdcode=04861,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04862,Amorphophallus aberrans Hett.
11,Araceae,4. Amorphophallus,Amorphophallus,4.0,Amorphophallus reflexus Hett. & A.Galloway,"NORTHERN: Kamphaeng Phet (type: Galloway AGA-1069-01-T, holotype -WAG).",Endemic.,Soil pockets in limestone.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Amorphophallus&tdcode=04861,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04903,Amorphophallus reflexus Hett. & A.Galloway
11,Araceae,4. Amorphophallus,Amorphophallus,4.0,Amorphophallus amygdaloides Hett. & Sizemore,"SOUTH-WESTERN: Kanchanaburi (type: Sizemore s.n. cult sub. Hetterscheid H.AM. 969-T, holotype -L).",Endemic.,Not recorded.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Amorphophallus&tdcode=04861,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04864,Amorphophallus amygdaloides Hett. & Sizemore
11,Araceae,4. Amorphophallus,Amorphophallus,4.0,Amorphophallus saraburensis Gagnep.,"CENTRAL: Saraburi (type: Kerr 7037, holotype -K, isotypes -BK K).",Endemic.,Monsoonal savannas; ca 140 m alt.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Amorphophallus&tdcode=04861,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04904,Amorphophallus saraburensis Gagnep.
11,Araceae,4. Amorphophallus,Amorphophallus,4.0,Amorphophallus scutatus Hett. & T.C.Chapman,"NORTH-EASTERN: Phetchabun (type: Chapman s.n. cult. sub. Hetterscheid H.AM. 589-T, holotype -L); CENTRAL: Saraburi.",Endemic.,Not recorded.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Amorphophallus&tdcode=04861,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04906,Amorphophallus scutatus Hett. & T.C.Chapman
11,Araceae,4. Amorphophallus,Amorphophallus,4.0,Amorphophallus napiger Gagnep.,"NORTH-EASTERN: Mukdahan (type: Kerr 21436, holotype -P, isotypes -BK K); SOUTH-EASTERN: Sa Kaeo, Chon Buri.","Vietnam, Laos.",Rocky bamboo-deciduous forests; 250–300 m alt.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Amorphophallus&tdcode=04861,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04894,Amorphophallus napiger Gagnep.
11,Araceae,4. Amorphophallus,Amorphophallus,4.0,Amorphophallus atrorubens Hett. & Sizemore,"NORTH-EASTERN: Loei (type: Sizemore s.n. cult. sub. Hetterscheid H.AM. 737-T, holotype -L), Udon Thani.",Endemic.,Heavy shade at base of limestone outcrops.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Amorphophallus&tdcode=04861,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04866,Amorphophallus atrorubens Hett. & Sizemore
11,Araceae,4. Amorphophallus,Amorphophallus,4.0,Amorphophallus atroviridis Hett.,"CENTRAL: Saraburi, Lop Buri.","Endemic. The type (Hyndman s.n., cult. sub. Hetterscheid H.AM. 107-T, holotype L), was received with no known locality.",Among limestone boulders.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Amorphophallus&tdcode=04861,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04867,Amorphophallus atroviridis Hett.
11,Araceae,4. Amorphophallus,Amorphophallus,4.0,Amorphophallus krausei Engl.,"NORTHERN: Chiang Mai (type of Amorphophallus sutepensis : Kerr s.n., holotype -K, isotypes -BK P), Chiang Rai, Nan; NORTH-EASTERN: Kalasin; SOUTH-WESTERN: Kanchanaburi (type of A. pachystylis : Kostermans, Kwae Noi River Basin Exp. NR. 764, holotype -L).",SW China (Yunnan – type of,"Shaded to open, often fire-prone places in mixed primary evergreen/deciduous forests and deciduous dipterocarp forests, often mixed with bamboo, on granite bedrock, sometimes near streams. Lowlands to ca 1,500 m alt.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Amorphophallus&tdcode=04861,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04887,Amorphophallus krausei Engl.
11,Araceae,4. Amorphophallus,Amorphophallus,4.0,Amorphophallus symonianus Hett. & Sizemore,"NORTH-EASTERN: Loei (type: Sizemore 96-168, holotype -L), Udon Thani.",Endemic.,"In humus-filled limestone pockets, in soil on slopes, in medium shade.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Amorphophallus&tdcode=04861,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04910,Amorphophallus symonianus Hett. & Sizemore
11,Araceae,4. Amorphophallus,Amorphophallus,4.0,Amorphophallus maxwellii Hett.,"SOUTH-WESTERN: Kanchanaburi (type: Yamazaki 4515, holotype -TI).",Endemic.,Mixed deciduous forests under limestone bluff; ca 700 m alt.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Amorphophallus&tdcode=04861,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04892,Amorphophallus maxwellii Hett.
11,Araceae,4. Amorphophallus,Amorphophallus,4.0,Amorphophallus macrorhizus Craib,"NORTHERN: Mae Hong Son, Chiang Mai (type: Kerr 1220, holotype -K, isotype -BK); type of Amorphophallus longituberosus var. robustus : Hu 2694, holotype -C), Chiang Rai, Lampang (type of A. xiengraiensis : Put 3959, holotype -P, isotype -K), Tak; NORTH-EASTERN: Udon Thani.",Endemic.,"Dry deciduous dipterocarp-oak forests, on shale or granite in very hard soil; 300–1,500 m alt.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Amorphophallus&tdcode=04861,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04891,Amorphophallus macrorhizus Craib
11,Araceae,4. Amorphophallus,Amorphophallus,4.0,Amorphophallus elatus Hook.f.,"PENINSULAR: Chumphon, Ranong, Surat Thani, Phangnga, Phuket, Nakhon Si Thammarat, Satun.",Peninsular Malaysia (type).,"Dry, evergreen forests or mixed deciduous forests on granite or limestone; 75–100 m alt.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Amorphophallus&tdcode=04861,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04878,Amorphophallus elatus Hook.f.
11,Araceae,4. Amorphophallus,Amorphophallus,4.0,Amorphophallus cruddasianus Prain ex Engl.,SOUTH-WESTERN: Kanchanaburi.,Myanmar (type).,None recorded.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Amorphophallus&tdcode=04861,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04875,Amorphophallus cruddasianus Prain ex Engl.
11,Araceae,4. Amorphophallus,Amorphophallus,4.0,Amorphophallus fuscus Hett.,"N Thailand. Exact locality unknown (type: Musi s.n., cult. sub. Hetterscheid H.AM. 1294-T, holotype -WAG).",Endemic.,Limestone cliffs.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Amorphophallus&tdcode=04861,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04881,Amorphophallus fuscus Hett.
11,Araceae,4. Amorphophallus,Amorphophallus,4.0,Amorphophallus albispathus Hett.,"SOUTH-WESTERN: Kanchanaburi, Ratchaburi, Prachuap Khiri Khan; SOUTH-EASTERN: Trat; PENINSULAR: Chumphon (type: Bogner 429 cult. sub. Hetterscheid H.AM. 019-T, holotype -L), Phangnga, Nakhon Si Thammarat.",Endemic.,In humus pockets in limestone in medium deep shade.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Amorphophallus&tdcode=04861,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04863,Amorphophallus albispathus Hett.
11,Araceae,4. Amorphophallus,Amorphophallus,4.0,Amorphophallus tenuispadix Hett.,"SOUTH-WESTERN: Kanchanaburi; PENINSULAR: Nakhon Si Thammarat (type: Rabil 297, holotype -K, isotypes -BK K).",Endemic.,"Rocks, at foot of hill.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Amorphophallus&tdcode=04861,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04912,Amorphophallus tenuispadix Hett.
11,Araceae,4. Amorphophallus,Amorphophallus,4.0,Amorphophallus longituberosus (Engl.) Engl. & Gehrm.,"NORTHERN: Chiang Mai, Lampang, Tak, Phitsanulok; NORTH-EASTERN: Udon Thani, Khon Kaen; SOUTH-WESTERN: Kanchanaburi, Prachuap Khiri Khan; CENTRAL: Saraburi; SOUTH-EASTERN: Chaiyaphum, Sa Kaeo, Chon Buri, Chanthaburi, Trat (type: Schmidt 541, holotype -C); PENINSULAR: Surat Thani, Krabi, Satun.",Peninsular Malaysia (type of,"Shaded or open places in evergreen or deciduous forests, in dry dipterocarp or diperocarp-oak forests, in scree, on sandy or rocky poor ground, on limestone or shale or granite; to 600 m alt.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Amorphophallus&tdcode=04861,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04889,Amorphophallus longituberosus (Engl.) Engl. & Gehrm.
11,Araceae,4. Amorphophallus,Amorphophallus,4.0,Amorphophallus kachinensis Engl. & Gehrm.,"NORTHERN: Chiang Mai, Chiang Rai, Nan.",China (Yunnan – type of,"Dense primary forests on limestone; 1,000–1,600 m alt.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Amorphophallus&tdcode=04861,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04885,Amorphophallus kachinensis Engl. & Gehrm.
11,Araceae,4. Amorphophallus,Amorphophallus,4.0,Amorphophallus thaiensis (S.Y.Hu) Hett.,"NORTHERN: Mae Hong Son, Chiang Mai.",Endemic.,Unknown.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Amorphophallus&tdcode=04861,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04911,Amorphophallus thaiensis (S.Y.Hu) Hett.
11,Araceae,4. Amorphophallus,Amorphophallus,4.0,Amorphophallus yunnanensis Engl.,"NORTHERN: Mae Hong Song, Chiang Mai (type of Amorphophallus kerrii : Kerr s.n., holotype -K, isotype -BK), Lamphun, Tak, Phitsanulok; NORTH-EASTERN: Khon Kaen; EASTERN: Chaiyaphum (Phu Khieo).",SW China (type of,"Primary, evergreen or mixed evergreen/deciduous forests, on metamorphic bedrock; 100–3,300 m alt.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Amorphophallus&tdcode=04861,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04915,Amorphophallus yunnanensis Engl.
11,Araceae,4. Amorphophallus,Amorphophallus,4.0,Amorphophallus putii Gagnep.,"CENTRAL: Saraburi (type: Put 1855, holotype -P, isotypes -BK K), Nakhon Nayok; SOUTH-EASTERN: Chanthaburi.",N Myanmar.,"Evergreen forests, in shaded places on rocky ground.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Amorphophallus&tdcode=04861,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04901,Amorphophallus putii Gagnep.
11,Araceae,4. Amorphophallus,Amorphophallus,4.0,Amorphophallus echinatus Bogner & Mayo,"SOUTH-WESTERN: Kanchanaburi (type: Den Hoed 662, holotype -L).",Endemic.,"In dense, moist forests.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Amorphophallus&tdcode=04861,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04877,Amorphophallus echinatus Bogner & Mayo
11,Araceae,4. Amorphophallus,Amorphophallus,4.0,Amorphophallus curvistylis Hett.,"SOUTH-WESTERN: Kanchanaburi (type: Larsen FOT 10754 cult. sub. Hetterscheid H.AM. 002-T, holotype -L).",Endemic.,Shaded limestone slopes in mixed bamboo deciduous forests.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Amorphophallus&tdcode=04861,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04876,Amorphophallus curvistylis Hett.
11,Araceae,4. Amorphophallus,Amorphophallus,4.0,Amorphophallus haematospadix Hook.f.,"PENINSULAR: Satun (cult. R.B.G.Kew – type of Amorphophallus siamensis : Kerr s.n., holotype -K).",Peninsular Malaysia (type of,Limestone.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Amorphophallus&tdcode=04861,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04882,Amorphophallus haematospadix Hook.f.
11,Araceae,4. Amorphophallus,Amorphophallus,4.0,Amorphophallus asterostigmatus Bogner & Hett.,"CENTRAL: Lop Buri, Saraburi.","Endemic. The type (J.BOGNER 2096, holotype L, isotypes K, M) was purchased from the flower-market in Bangkok.",On slopes with limestone boulders.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Amorphophallus&tdcode=04861,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04865,Amorphophallus asterostigmatus Bogner & Hett.
11,Araceae,4. Amorphophallus,Amorphophallus,4.0,Amorphophallus cicatricifer Hett.,"SOUTH-WESTERN: Kanchanaburi (type: Den Hoed, Kwae Noi River Basin Exp. NR. 663, holotype -L, isotype -K).",Endemic.,Moist evergreen forests; ca 150 m alt.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Amorphophallus&tdcode=04861,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04872,Amorphophallus cicatricifer Hett.
11,Araceae,4. Amorphophallus,Amorphophallus,4.0,Amorphophallus carneus Ridl.,PENINSULAR.,N Peninsular Malaysia (type).,Limestone rocks.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Amorphophallus&tdcode=04861,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04871,Amorphophallus carneus Ridl.
11,Araceae,4. Amorphophallus,Amorphophallus,4.0,Amorphophallus harmandii Engl. & Gehrm.,"NORTHERN: Phrae; NORTH-EASTERN: Udon Thani, Nakhon Phanom, Mukdahan, Khon Kaen; SOUTH-EASTERN: Sa Kaeo, Trat.",Thailand (syntypes of,"Deciduous forests, under bamboo; 50–200 m alt.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Amorphophallus&tdcode=04861,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04883,Amorphophallus harmandii Engl. & Gehrm.
11,Araceae,4. Amorphophallus,Amorphophallus,4.0,Amorphophallus tenuistylis Hett.,"SOUTH-WESTERN: Uthai Thani (type: Maxwell 76-250, holotype -L, isotypes -AAU BK CMU), Kanchanaburi; SOUTH-EASTERN: Sa Kaeo.",Cambodia.,"Open mixed bamboo and deciduous forests, on limestone; ca 200 m alt.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Amorphophallus&tdcode=04861,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04913,Amorphophallus tenuistylis Hett.
11,Araceae,4. Amorphophallus,Amorphophallus,4.0,Amorphophallus elegans Ridl.,"PENINSULAR: Krabi, Phatthalung.",Peninsular Malaysia (type).,Evergreen forests on limestone; 100–300 m alt.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Amorphophallus&tdcode=04861,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04879,Amorphophallus elegans Ridl.
11,Araceae,4. Amorphophallus,Amorphophallus,4.0,Amorphophallus linearis Gagnep.,"NORTHERN: Tak, Nakhon Sawan (type: Put 4056, syntypes K P); SOUTH-WESTERN: Kanchanaburi (type: Kerr 17570, syntypes K P); PENINSULAR: Chumphon (type: Kerr 16216, syntypes K P).",Endemic.,"Bamboo forests, evergreen forests, open grassy forests, dry dipterocarp forests or deciduous forests, on limestone or on poor soil; 60–300 m alt.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Amorphophallus&tdcode=04861,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04888,Amorphophallus linearis Gagnep.
11,Araceae,4. Amorphophallus,Amorphophallus,4.0,Amorphophallus boyceanus Hett.,"PENINSULAR: Satun (type: Sizemore s.n. cult. sub. Hetterscheid H.AM. 515-T, holotype -L).",Endemic.,Unknown.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Amorphophallus&tdcode=04861,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04869,Amorphophallus boyceanus Hett.
11,Araceae,4. Amorphophallus,Amorphophallus,4.0,Amorphophallus excentricus Hett.,"PENINSULAR: Ranong, Surat Thani, Phuket (type: Koenen s.n. cult. sub. Hetterscheid H.AM. 154-T, holotype -L), Krabi.",Peninsular Malaysia.,"In evergreen forests, in scrub.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Amorphophallus&tdcode=04861,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04880,Amorphophallus excentricus Hett.
11,Araceae,4. Amorphophallus,Amorphophallus,4.0,Amorphophallus brevispathus Gagnep.,"CENTRAL: Saraburi (type: Put 3263, holotype -P, isotypes -BK K); type of Thomsonia Larsenii : Larsen, Smitinand & Warncke 416, holotype -AAU).",Endemic.,In erosion holes in limestone boulders; ca 450 m alt.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Amorphophallus&tdcode=04861,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04870,Amorphophallus brevispathus Gagnep.
11,Araceae,4. Amorphophallus,Amorphophallus,4.0,Amorphophallus prolificus Hett. & A.Galloway,"CENTRAL: No further data. (type: Galloway cult. sub. Hetterscheid H.AM. 1245-T, holotype -WAG).",Endemic.,Not recorded.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Amorphophallus&tdcode=04861,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04900,Amorphophallus prolificus Hett. & A.Galloway
11,Araceae,4. Amorphophallus,Amorphophallus,4.0,Amorphophallus vogelianus Hett. & Billensteiner,"NORTHERN: Chiang Mai (type: Billensteiner s.n. cult. sub. Hetterscheid H.AM. 1173-T, holotype -L).",Endemic.,Not recorded.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Amorphophallus&tdcode=04861,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04914,Amorphophallus vogelianus Hett. & Billensteiner
11,Araceae,4. Amorphophallus,Amorphophallus,4.0,Amorphophallus operculatus Hett. & Sizemore,"PENINSULAR: Chumphon (type: Sizemore s.n. cult. Sub. Hetterscheid H.AM. 994-T, holotype -L).",Endemic.,Not recorded.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Amorphophallus&tdcode=04861,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04896,Amorphophallus operculatus Hett. & Sizemore
