volume,family_name,genus_name,genus_label,genus_index_parsed,species_scientific_name,thailand,distribution,ecology,family_url,genus_url,species_url,specific_name,wfo_id,source,match_type,Species,Plant ID,Letter,DataSheetURL,temp_opt_min,temp_opt_max,temp_abs_min,temp_abs_max,rain_opt_min,rain_opt_max,rain_abs_min,rain_abs_max,ph_opt_min,ph_opt_max,ph_abs_min,ph_abs_max
7.0,Myrtaceae,6. Eucalyptus,Eucalyptus,6.0,Eucalyptus camaldulensis Dehnh.,Planted.,Throughout Australia (type) except for the south-west. Widely cultivated elsewhere.,Cultivated.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Myrtaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Eucalyptus&tdcode=02968,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02970,Eucalyptus camaldulensis Dehnh.,,present,B_core_exact,Eucalyptus camaldulensis,1017,E,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=1017,12.0,28.0,7.0,40.0,600.0,1000.0,250.0,2500.0,5.0,7.0,4.5,8.0
7.0,Myrtaceae,6. Eucalyptus,Eucalyptus,6.0,Eucalyptus camaldulensis Dehnh.,Planted.,Throughout Australia (type) except for the south-west. Widely cultivated elsewhere.,Cultivated.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Myrtaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Eucalyptus&tdcode=02968,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02970,Eucalyptus camaldulensis Dehnh.,,present,B_core_exact,"Eucalyptus camaldulensis, northern provenances",17648,E,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=17648,25.0,35.0,10.0,50.0,700.0,1300.0,250.0,2500.0,6.5,7.5,6.0,8.0
7.0,Myrtaceae,6. Eucalyptus,Eucalyptus,6.0,Eucalyptus citriodora Hook.,Planted.,North-eastern Australia (type) though absent from the extreme North-east. Widely cultivated elsewhere.,Cultivated.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Myrtaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Eucalyptus&tdcode=02968,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02972,Eucalyptus citriodora Hook.,,present,B_core_exact,Eucalyptus citriodora,5842,E,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=5842,22.0,32.0,12.0,40.0,800.0,1500.0,600.0,2500.0,5.5,6.5,5.0,7.5
7.0,Myrtaceae,6. Eucalyptus,Eucalyptus,6.0,Eucalyptus deglupta Blume,Planted.,"Malesia to Sri Lanka, Indonesia (Celebes – type).",Cultivated.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Myrtaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Eucalyptus&tdcode=02968,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02973,Eucalyptus deglupta Blume,,present,B_core_exact,Eucalyptus deglupta,1019,E,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=1019,24.0,32.0,16.0,38.0,2000.0,4000.0,1200.0,7000.0,5.5,7.5,4.5,8.0
7.0,Myrtaceae,6. Eucalyptus,Eucalyptus,6.0,Eucalyptus globulus Labill.,Planted.,"South-eastern Australia, Tasmania (type).",Cultivated.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Myrtaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Eucalyptus&tdcode=02968,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02974,Eucalyptus globulus Labill.,,present,B_core_exact,Eucalyptus globulus,14054,E,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=14054,18.0,23.0,6.0,30.0,700.0,1400.0,550.0,1800.0,5.5,6.5,5.0,7.5
7.0,Myrtaceae,6. Eucalyptus,Eucalyptus,6.0,Eucalyptus globulus Labill.,Planted.,"South-eastern Australia, Tasmania (type).",Cultivated.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Myrtaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Eucalyptus&tdcode=02968,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02974,Eucalyptus globulus Labill.,,present,B_core_exact,Eucalyptus globulus ssp. globulus,5861,E,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=5861,14.0,23.0,6.0,30.0,700.0,1500.0,500.0,1800.0,5.5,6.5,5.0,7.5
7.0,Myrtaceae,6. Eucalyptus,Eucalyptus,6.0,Eucalyptus globulus Labill.,Planted.,"South-eastern Australia, Tasmania (type).",Cultivated.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Myrtaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Eucalyptus&tdcode=02968,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02974,Eucalyptus globulus Labill.,,present,B_core_exact,Eucalyptus globulus ssp. maidenii,5862,E,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=5862,22.0,30.0,8.0,35.0,900.0,1500.0,700.0,2000.0,5.5,6.5,4.5,7.5
7.0,Myrtaceae,6. Eucalyptus,Eucalyptus,6.0,Eucalyptus globulus Labill.,Planted.,"South-eastern Australia, Tasmania (type).",Cultivated.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Myrtaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Eucalyptus&tdcode=02968,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02974,Eucalyptus globulus Labill.,,present,B_core_exact,Eucalyptus globulus var. bicostata,5860,E,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=5860,25.0,32.0,5.0,38.0,800.0,1200.0,700.0,1500.0,5.5,6.5,5.0,7.5
7.0,Myrtaceae,6. Eucalyptus,Eucalyptus,6.0,Eucalyptus globulus Labill.,Planted.,"South-eastern Australia, Tasmania (type).",Cultivated.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Myrtaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Eucalyptus&tdcode=02968,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02974,Eucalyptus globulus Labill.,,present,B_core_exact,Eucalyptus globulus var. pseudoglobulus,5863,E,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=5863,24.0,27.0,5.0,30.0,800.0,1000.0,700.0,1100.0,5.5,6.5,5.0,7.5
7.0,Myrtaceae,6. Eucalyptus,Eucalyptus,6.0,Eucalyptus grandis W.Hill ex Maiden,Planted.,Eastern coasts of Australia (type) though absent from the extreme North and South. Widely cultivated elsewhere.,Cultivated.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Myrtaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Eucalyptus&tdcode=02968,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02975,Eucalyptus grandis Hill ex Maiden,,present,B_core_exact,Eucalyptus grandis,1021,E,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=1021,24.0,35.0,7.0,40.0,1000.0,2500.0,700.0,4000.0,5.5,6.5,5.0,7.5
7.0,Myrtaceae,6. Eucalyptus,Eucalyptus,6.0,Eucalyptus saligna Sm.,Planted.,"Eastern coasts of Australia (type) though absent from the extreme north and south. Widely cultivated elsewhere,",Cultivated.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Myrtaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Eucalyptus&tdcode=02968,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02976,Eucalyptus saligna Sm.,,present,B_core_exact,Eucalyptus saligna,1024,E,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=1024,15.0,32.0,4.0,36.0,900.0,1800.0,700.0,2200.0,5.5,6.5,5.0,7.5
7.0,Myrtaceae,6. Eucalyptus,Eucalyptus,6.0,Eucalyptus tereticornis Sm.,Planted.,Eastern coasts of Australia (type) though absent from the extreme northern tip. Widely cultivated elsewhere.,Cultivated.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Myrtaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Eucalyptus&tdcode=02968,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02977,Eucalyptus tereticornis Sm.,,present,B_core_exact,Eucalyptus tereticornis,1026,E,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=1026,18.0,38.0,4.0,42.0,800.0,1500.0,400.0,3500.0,6.0,7.0,5.5,7.5
7.0,Myrtaceae,7. Eugenia,Eugenia,7.0,Eugenia uniflora L.,"Introduced, uncommon.","Native to Brazil, cultivated in tropical Asia (Sri Lanka – type).",Cultivated for its edible fruits and known only from cultivation.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Myrtaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Eugenia&tdcode=02978,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02980,Eugenia uniflora L.,,present,B_core_exact,Eugenia uniflora,6001,E,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=6001,21.0,27.0,12.0,32.0,1200.0,2000.0,700.0,2700.0,6.0,7.5,4.0,8.5
8.0,Euphorbiaceae,37. Euphorbia,Euphorbia,37.0,Euphorbia tirucalli L.,e-Flora of Thailand,"Africa (probable origin: Angola) from Ethiopia to S Africa, widely cultivated in Madagascar and Asia (type from Sri Lanka).",,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Euphorbiaceae&volumeno=8,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Euphorbia&tdcode=03365,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03392,Euphorbia tirucalli L.,,present,B_core_exact,Euphorbia tirucalli,6040,E,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=6040,25.0,37.0,12.0,41.0,400.0,800.0,250.0,1000.0,5.5,6.5,4.5,7.5
2.0,Simaroubaceae,3 Eurycoma,Eurycoma,3.0,Eurycoma longifolia Jack,"NORTHERN: Chiang Mai (Doi Suthep, Mae Hat), Lampang (Mae Tua), Uttaradit (Huai Maeng Nua), Phitsanulok (Thung Salaeng Luang); NORTH-EASTERN: Khon Kaen (Nam Phong); EASTERN: Nakhon Ratchasima (Khao Yai NP), Ubon Ratchathani (Wariri Chamrap); CE","Lower Burma, Laos, Cambodia, Indochina, Malesia (Sumatra, Malay Peninsula – type, Borneo].","In primary and secondary, evergreen and mixed decidious forests as an understorey tree, typically growing on sandy soil, 0–700 m alt., but most frequent at low altitudes.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Simaroubaceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Eurycoma&tdcode=00589,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00590,Eurycoma longifolia Jack,,present,B_core_exact,Eurycoma longifolia,238780,E,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=238780,20.0,30.0,15.0,35.0,2000.0,4000.0,1500.0,5000.0,4.5,5.5,4.0,6.0
8.0,Euphorbiaceae,38. Excoecaria,Excoecaria,38.0,Excoecaria agallocha L.,"SOUTH-WESTERN: Prachuap Khiri Khan (Sam Roi Yot); CENTRAL: Samut Sakhon; SOUTH-EASTERN: Chanthaburi (Khung Kra Baen, Tha Chalat), Trat (Ko Chang); PENINSULAR: Trang, Satun (Ko Tarutao), Songkhla (Songkhla Lake, Ko Yo), Narathiwat.","S India and Sri Lanka to Taiwan and the Ryu-Kyu Islands, and throughout SE Asia and Malesia to the Pacific.","Common in the mangrove, tidal forests, cleared forests, brackish areas, rice fields, on mud and sand, sea level (up to 50) m alt. Said to be poisonous (van Valkenburg in Prosea 12 (2): 264. 2001).",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Euphorbiaceae&volumeno=8,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Excoecaria&tdcode=03394,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03395,Excoecaria agallocha L.,,present,B_core_exact,Excoecaria agallocha,1059,E,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=1059,20.0,30.0,15.0,37.0,1000.0,2000.0,800.0,4100.0,6.5,7.0,6.0,8.0
6.0,Loganiaceae,1 Fagraea,Fagraea,1.0,Fagraea fragrans Roxb.,"NORTHERN: Nan, Lampang; NORTH-EASTERN: Nakhon Phanom; EASTERN: Surin, Ubon Ratchathani; SOUTH-EASTERN: Trat; PENINSULAR: Chumphon, Surat Thani, Trang, Satun, Narathiwat.","Andaman Islands, N India, S Burma, Vietnam, Malesia (type: Malaysia).","Evergreen forests, mixed deciduous forests, sandy sea-shores, by roadsides, often planted as an ornamental or for its timber.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Loganiaceae&volumeno=6,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Fagraea&tdcode=01746,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01747,Cyrtophyllum fragrans,,present,B_core_exact,Fagraea fragrans,6077,F,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=6077,20.0,30.0,10.0,36.0,2000.0,3000.0,1000.0,4000.0,5.0,6.0,4.5,6.5
5.0,Menispermaceae,14 Fibraurea,Fibraurea,14.0,Fibraurea tinctoria Lour.,PENINSULAR: throughout.,"NE India (Manipur, Nicobar Islands), Burma to Indochina (type), Malay Peninsula, Sumatra to Celebes and the Philippines.","Locally common in dry evergreen forests, also in bamboo forests and scrub, up to ca 100 m alt. Flowering: February–May; fruiting: April–May.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Menispermaceae&volumeno=5,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Fibraurea&tdcode=01467,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01468,Fibraurea tinctoria Lour.,,present,B_core_exact,Fibraurea tinctoria,6113,F,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=6113,22.0,32.0,10.0,37.0,700.0,1000.0,500.0,1200.0,6.5,8.0,6.0,9.0
10.0,Moraceae,4. Ficus,Ficus,4.0,Ficus auriculata Lour.,"NORTHERN: Mae Hong Son, Chiang Mai, Chiang Rai, Phayao, Nan, Phrae, Tak; EASTERN: Nakhon Ratchasima; SOUTH-WESTERN: Kanchanaburi, Phetchaburi; CENTRAL: Nakhon Nayok; SOUTH-EASTERN: Chon Buri, Trat; PENINSULAR: Phatthalung, Nakhon, Si Thammarat, Satun, Pattani, Yala, Narathiwat.","Pakistan, N India, Nepal, Sikkim, Bhutan, Burma, S China, Laos, Vietnam (type), Cambodia, Peninsular Malaysia.","Evergreen, mixed deciduous and montane forests, often near streams, on various substrates, to ca 1,600 m alt.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Moraceae&volumeno=10,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Ficus&tdcode=04570,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=04622,SYO1. Ficus auriculata Lour.,,present,B_core_exact,Ficus auriculata,6119,F,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=6119,15.0,25.0,12.0,32.0,1200.0,1900.0,900.0,2400.0,5.5,6.5,5.0,7.0
10.0,Moraceae,4. Ficus,Ficus,4.0,Ficus benghalensis L.,Cultivated as an ornamental plant.,"Pakistan, Sri Lanka, India (type), widely cultivated.",,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Moraceae&volumeno=10,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Ficus&tdcode=04570,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=04662,URO5. Ficus benghalensis L.,,present,B_core_exact,Ficus benghalensis,6123,F,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=6123,26.0,36.0,9.0,40.0,1000.0,2500.0,500.0,4000.0,5.5,7.0,4.5,8.5
10.0,Moraceae,4. Ficus,Ficus,4.0,Ficus carica L.,"First introduced by a royal project for cultivated plants in Chachoengsao, then distributed throughout the country.","Mediterranean to Afghanistan, widely cultivated in subtropical conditions.",Relatively cool climate conditions.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Moraceae&volumeno=10,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Ficus&tdcode=04570,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=04575,FIC4. Ficus carica L.,,present,B_core_exact,Ficus carica,1071,F,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=1071,16.0,26.0,4.0,38.0,700.0,1500.0,300.0,2700.0,6.0,7.0,4.3,8.6
10.0,Moraceae,4. Ficus,Ficus,4.0,Ficus elastica Roxb. ex Hornem.,Cultivated as an ornamental tree.,Vernacular : Yang lop (ยางลบ)(Central); yang india (ยางอินเดีย)(Bangkok); lung (ลุง) Northern.,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Moraceae&volumeno=10,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Ficus&tdcode=04570,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=04677,URO19. Ficus elastica Roxb.,,present,B_core_exact,Ficus elastica,1075,F,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=1075,20.0,30.0,10.0,36.0,600.0,1000.0,300.0,2800.0,5.5,7.5,5.0,8.3
10.0,Moraceae,4. Ficus,Ficus,4.0,Ficus subcordata Blume,"SOUTH-EASTERN: Chanthaburi; PENINSULAR: Surat Thani, Nakhon Si Thammarat, Narathiwat.","Vietnam, Peninsular and Bornean Malaysia, Indonesia (Sumatra, Java – type, Lesser Sunda Islands, Kalimantan, Sulawesi, Papua?), the Philippines, Papua New Guinea, Solomon Islands, New Hebrides.","Evergreen forests, at low altitudes.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Moraceae&volumeno=10,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Ficus&tdcode=04570,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=04699,URO36. Ficus subcordata Blume,,present,B_core_exact,Ficus subcordata,6196,F,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=6196,22.0,30.0,15.0,39.0,1200.0,1800.0,900.0,2500.0,7.0,7.5,6.5,8.0
13.0,Salicaceae,3. Flacourtia,Flacourtia,3.0,Flacourtia indica (Burm.f.) Merr.,"NORTHERN: Chiang Mai, Phrae, Tak, Kamphaeng Phet, Nakhon Sawan; NORTH-EASTERN: Loei, Sakon Nakhon, Mukdahan, Khon Kaen; EASTERN Chaiyaphum, Nakhon Ratchasima, Si Sa Ket; SOUTH-WESTERN: Kanchanaburi, Ratchaburi, Phetchaburi, Prachuap Khiri Khan; CENTRAL: Lopburi, Suphan Buri, Nakhon Pathom, Krung Thep Maha Nakhon (Bangkok); SOUTH-EASTERN: Chon Buri. Chanthaburi; PENINSULAR: Surat Thani, Nakhon Si Thammarat, Songkhla.","Tropical and subtropical Africa, Asia (type from India) and some Paciﬁc islands.","In deciduous forests, sometimes coastal, from sea level to 600 m alt.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Salicaceae&volumeno=13,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Flacourtia&tdcode=06025,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=06026,Flacourtia indica (Burm.f.) Merr.,,present,B_core_exact,Flacourtia indica,2296,F,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=2296,22.0,40.0,10.0,48.0,750.0,1400.0,500.0,2000.0,5.5,6.5,5.0,8.0
4.0,Leguminosae-Papilionoideae,Flemingia,Flemingia,,Flemingia macrophylla (Willd.) Kuntze ex Merr.,"NORTHERN: Mae Hong Son (Sop Moei), Chiang Mai (Fang, Mae Rim), Chiang Rai (Doi Tung), Nan (Tha Wang Pha), Tak (Umphang); NORTH-EASTERN: Loei (Phu Kradueng), Sakon Nakhon (Phu Phan NP), Nakhon Phanom; EASTERN: Chaiyaphum (Phu Khiao WS), Nakhon Ratchasima (Pak Chong – type of Flemingia latifolia var. siamensis : Marcan 1591, lectotype -ABD, designated here, isolectotypes -BM K); SOUTH-WESTERN: Uthai Thani (Huai Kha Kaeng Game Reserve), Kanchanaburi (Sai Yok, Sangkhla, Thong Pha Phum); SOUTH-EASTERN: Chon Buri (Ban Bueng), Chanthaburi (Khao Phrabat), Trat (Bo Rai, Khao Saming – type of Flemingia brevipes : Kerr 9406, lectotype -ABD, designated here, isolectotypes -BM E K); PENINSULAR: Ranong (Khlong Nakha Forest Reserve, Kra Buri), Surat Thani (Nasan, Tha Chang), Nakhon Si Thammarat (Karom Waterfall), Trang (Khao Chong, Khao Pina, Thung Khai, Yan Ta Khao), Songkhla (Bang Klam, Hat Yai), Narathiwat (Tak Bai, Waeng).","India (type), Sri Lanka, Nepal, Bhutan, Myanmar, China, Taiwan, Laos, Cambodia, Vietnam, Malaysia, Indonesia.","Disturbed areas or sandy soil along rivers, in bamboo, mixed deciduous and evergreen forests. Occasionally, growing in deciduous dipterocarp-oak forest and edges of evergreen forest; 0–1,525 m alt. Flowering and fruiting: December–March.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Leguminosae-Papilionoideae&volumeno=4,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Flemingia&tdcode=09112,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=09122,Flemingia macrophylla (Willd.) Kuntze ex Merr.,,present,B_core_exact,Flemingia macrophylla,1104,F,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=1104,22.0,28.0,12.0,36.0,1300.0,2200.0,1100.0,3500.0,5.0,7.0,4.0,8.0
5.0,Umbelliferae,10 Foeniculum,Foeniculum,10.0,Foeniculum vulgare Mill.,NORTHERN: Chiang Mai.,"Europe (type), N Africa, SW Asia.",Widely cultivated and possibly subspontaneous.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Umbelliferae&volumeno=5,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Foeniculum&tdcode=01327,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01328,Foeniculum vulgare Mill.,,present,B_core_exact,Foeniculum vulgare,1107,F,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=1107,15.0,25.0,6.0,32.0,700.0,1500.0,300.0,2600.0,6.5,7.5,4.8,8.2
4.0,Leguminosae-Papilionoideae,Glycine,Glycine,,Glycine max (L.) Merr.,"NORTHERN: Chiang Mai (Chiang Dao, Doi Suthep-Pui NP, Fang, Hang Dong, Mae Rim, San Sai), Nan, Lamphun (Doi Khun Tan NP), Phrae (Mae Yom NP), Tak (Umphang); NORTH-EASTERN: Loei (Phu Kradueng); EASTERN: Nakhon Ratchasima (Bua Yai, Pak Thong Chai); SOUTH-WESTERN: Kanchanaburi (Sangkha Buri, Thong Pha Phum); CENTRAL: Lop Buri, Saraburi (Kaeng Khoi), Krung Thep Maha Nakhon (Bangkok); SOUTH-EASTERN: Chachoengsao.",Probably native to NE China; commonly cultivated.,Only known from cultivation. Flowering and fruiting: throughout the year.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Leguminosae-Papilionoideae&volumeno=4,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Glycine&tdcode=09136,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=09137,Glycine max (L.) Merr.,,present,B_core_exact,Glycine max,1150,G,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=1150,20.0,33.0,10.0,38.0,600.0,1500.0,450.0,1800.0,5.5,6.5,4.5,8.4
14.0,Malvaceae,7. Gossypium*,Gossypium*,7.0,Gossypium arboreum L.,Cultivated.,"Tropical and subtropical regions of the Old World, origin in India and Sri Lanka.",Cultivated.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Malvaceae&volumeno=14,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Gossypium&tdcode=07047,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=07048,Gossypium arboreum L.,,present,B_core_exact,Gossypium arboreum,6492,G,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=6492,26.0,36.0,18.0,38.0,750.0,1250.0,500.0,1500.0,6.0,7.2,5.3,8.5
14.0,Malvaceae,7. Gossypium*,Gossypium*,7.0,Gossypium barbadense L.,Cultivated.,"Cultivated in tropical and subtropical America, introduced to Africa, tropical Asia and the Pacific Islands, origin in S America.",Cultivated in Northern and North-eastern Thailand.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Malvaceae&volumeno=14,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Gossypium&tdcode=07047,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=07049,Gossypium barbadense L.,,present,B_core_exact,Gossypium barbadense,1158,G,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=1158,22.0,32.0,15.0,38.0,750.0,1250.0,500.0,1500.0,5.2,7.2,5.0,8.5
14.0,Malvaceae,7. Gossypium*,Gossypium*,7.0,Gossypium herbaceum L.,Cultivated.,"Origin in SW Asia, cultivated in India, China and other countries.",Cultivated for cotton.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Malvaceae&volumeno=14,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Gossypium&tdcode=07047,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=07050,Gossypium herbaceum L.,,present,B_core_exact,Gossypium herbaceum,6493,G,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=6493,26.0,36.0,18.0,38.0,750.0,1250.0,200.0,1500.0,6.0,7.2,5.3,8.5
14.0,Malvaceae,7. Gossypium*,Gossypium*,7.0,Gossypium hirsutum L.,Cultivated.,In tropical and subtropical regions.,Cultivated for cotton.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Malvaceae&volumeno=14,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Gossypium&tdcode=07047,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=07051,Gossypium hirsutum L.,,present,B_core_exact,Gossypium hirsutum,1160,G,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=1160,22.0,36.0,15.0,42.0,750.0,1200.0,450.0,1500.0,6.0,7.5,5.0,9.5
13.0,Compositae (Asteraceae),51. Helianthus,Helianthus,51.0,Helianthus annuus L.,"NORTHERN: Chiang Mai (cultivated, but now escaped elsewhere); CENTRAL: Saraburi.",Native of S America (Peru – type).,Cultivated as a garden ornamental or as a food material.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Compositae (Asteraceae)&volumeno=13,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Helianthus&tdcode=06362,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=06363,Helianthus annuus L.,,present,B_core_exact,Helianthus annuus,1191,H,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=1191,17.0,34.0,5.0,45.0,600.0,1000.0,300.0,1600.0,6.0,7.5,5.5,8.0
