volume,family_name,genus_name,genus_label,genus_index_parsed,species_scientific_name,accepted_name,thailand,distribution,ecology,family_url,genus_url,species_url,scraped_at
13,Compositae (Asteraceae),22. Conyza,Conyza,22.0,Conyza sumatrensis (Retz.) E.Walker,Erigeron sumatrensis,"NORTHERN: Chiang Mai (Sop Ap to Pha Mon, Doi Suthep, Doi Chang, Doi Chiang Dao, Wang Tao, Pha Hom Pok), Chiang Rai (Ban San Sa At), Lampang (16 km N of Tak), Phitsanulok (Thung Salaeng Luang NP), Tak (Lansang NP, Ban Musoe); NORTH-EASTERN: Loei (Phu Kradueng, Phu Luang); EASTERN: Chaiyaphum (Nam Phrom to Thung Kramang); SOUTH-WESTERN: Prachuap Khiri Khan (Bang Saphan); CENTRAL: Saraburi (to Pak Chong); Nakhon Nayok (Khao Yai NP); SOUTH-EASTERN: Trat (Ko Chang); PENINSULAR: Ranong (Khao Pota Luang Kaeo), Surat Thani (Chong Lom), Trang (Khao Chong Botanic Garden).","Native from E Asian tropics (Sumatra – type), Malaysia northward Japan.","On soils derived from limestones and sandstones in deciduous forests, bamboo thickets to open hill evergreen forests with pines-oaks, 0–1,900 m alt. Flowering all year round.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Compositae (Asteraceae)&volumeno=13,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Conyza&tdcode=06260,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=06267,2025-10-20T20:55:56.021962+00:00
13,Compositae (Asteraceae),70. Microglossa,Microglossa,70.0,Microglossa pyrifolia (Lam.) Kuntze,This is currently accepted.,"NORTHERN: Chiang Mai (Doi Suthep, Muang Khu, Doi Chiang Dao, Fang, Mae Klang Luang), Lampang (Chae Son), Tak (Huai Krasa); NORTH-EASTERN: Phetchabun (Lomkao, Phu Miang); EASTERN: Chaiyaphum (Nam Phrom), Nakhon Ratchasima (Khao Yai NP, Khao Laem).","Tropical Africa, India (type of","Grassy slopes in old clearings of hill evergreen or light forests, 350–1,200 m alt. Flowering: probably all the year round.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Compositae (Asteraceae)&volumeno=13,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Microglossa&tdcode=06412,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=06413,2025-10-20T20:56:03.014397+00:00
13,Compositae (Asteraceae),82. Pseudoconyza,Pseudoconyza,82.0,Pseudoconyza viscosa (Mill.) D’Arcy,This is currently accepted.,"NORTHRN: Chiang Mai (Mae Hoi, Mae Klang), Chiang Rai (Wat Tham Sao Hin Phayanak, Mae Sai), Lampang (Doi Khun Tan); NORTH-EASTERN: Phetchabun (Kaeng Sopha Falls, Thung Salaeng Luang NP, Nakhonthai); SOUTH-WESTERN: Kanchanaburi (Muang Kao, Sai Yok, Thong Pha Phum), Ratchaburi (Pak Tawan); CENTRAL: Lop Buri (Khok Samrong), Saraburi (Muak Lek), Krung Thep Maha Nakhon (Bangkok); SOUTH-EASTERN: Prachin Buri (Chakan Arboretum), Chon Buri (Si Racha).","Tropical Africa, Sri Lanka, India (Madras, New Delhi – type), Myanmar, Cambodia, Vietnam, and scattered through C & S America.","Waysides near swamps, old rice fields or open grassy slopes in deciduous forests on limestone hills, 10–900 m alt. Flowering: December–March.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Compositae (Asteraceae)&volumeno=13,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Pseudoconyza&tdcode=06442,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=06443,2025-10-20T20:56:10.056835+00:00
13,Compositae (Asteraceae),84. Pterocaulon,Pterocaulon,84.0,Pterocaulon redolens (Willd.) Fern.-Vill.,This is currently accepted.,"NORTHERN: Chiang Mai (Chiang Dao), Lampang (Ban Tha Tosak); NORTH-EASTERN: Khon Kaen (Phu Wiang).","India, China (Yunnan), Laos, Vietnam, the Philippines, Australia, New Caledonia (type).","Dry grassy slopes in open secondary vegetation, and dipterocarp forests, 300 m alt. Flowering: January–February.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Compositae (Asteraceae)&volumeno=13,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Pterocaulon&tdcode=06448,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=06449,2025-10-20T20:56:17.029771+00:00
13,Compositae (Asteraceae),64. Laggera,Laggera,64.0,Laggera alata (D.Don) Sch.Bip. ex Oliv.,This is currently accepted.,"NORTHERN: Mae Hong Son (Pang Mapha), Chiang Mai (Doi Suthep, Doi Inthanon); NORTH-EASTERN: Phetchabun (Huai Pong), Loei (Sam Hak, Phu Kradueng); SOUTH-WESTERN: Uthai Thani (Katatak).","Sri Lanka, India, Nepal (type), Bhutan, China (Yunnan), Vietnam, Cambodia, the Philippines, Indonesia (Java).","Common in oak-pine forests, 400–1,000 m alt. Flowering: December–March.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Compositae (Asteraceae)&volumeno=13,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Laggera&tdcode=06396,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=06397,2025-10-20T20:56:24.110087+00:00
13,Compositae (Asteraceae),64. Laggera,Laggera,64.0,Laggera crispata (Vahl) Hepper & J.R.I.Wood,This is currently accepted.,"NORTHERN: Mae Hong Son (Muang Sroi), Chiang Mai (Ban Yang, Dong Tak Tent & Chom Thong to Mae Wang, Doi Inthanon, Doi Suthep), Tak (Li, 50th Ranger Station); NORTH-EASTERN: Loei (Dan Sai, Kao Keo Kang); EASTERN: Chaiyaphum (Thung Kramang).",Tropical Africa (Yemen – type of,"Roadsides, grassy fields, on dry ground in open forests, 300–1,600 m alt. Flowering: February–April.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Compositae (Asteraceae)&volumeno=13,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Laggera&tdcode=06396,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=06398,2025-10-20T20:56:27.442998+00:00
13,Compositae (Asteraceae),64. Laggera,Laggera,64.0,Laggera alata (D.Don) Sch.Bip. ex Oliv.,This is currently accepted.,"NORTHERN: Mae Hong Son (Pang Mapha), Chiang Mai (Doi Suthep, Doi Inthanon); NORTH-EASTERN: Phetchabun (Huai Pong), Loei (Sam Hak, Phu Kradueng); SOUTH-WESTERN: Uthai Thani (Katatak).","Sri Lanka, India, Nepal (type), Bhutan, China (Yunnan), Vietnam, Cambodia, the Philippines, Indonesia (Java).","Common in oak-pine forests, 400–1,000 m alt. Flowering: December–March.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Compositae (Asteraceae)&volumeno=13,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Laggera&tdcode=06396,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=06397,2025-10-20T20:56:30.156332+00:00
13,Compositae (Asteraceae),64. Laggera,Laggera,64.0,Laggera crispata (Vahl) Hepper & J.R.I.Wood,This is currently accepted.,"NORTHERN: Mae Hong Son (Muang Sroi), Chiang Mai (Ban Yang, Dong Tak Tent & Chom Thong to Mae Wang, Doi Inthanon, Doi Suthep), Tak (Li, 50th Ranger Station); NORTH-EASTERN: Loei (Dan Sai, Kao Keo Kang); EASTERN: Chaiyaphum (Thung Kramang).",Tropical Africa (Yemen – type of,"Roadsides, grassy fields, on dry ground in open forests, 300–1,600 m alt. Flowering: February–April.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Compositae (Asteraceae)&volumeno=13,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Laggera&tdcode=06396,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=06398,2025-10-20T20:56:32.900695+00:00
13,Compositae (Asteraceae),79. Pluchea,Pluchea,79.0,Pluchea polygonata (DC.) Gagnep.,This is currently accepted.,"NORTHERN: Mae Hong Son (Pang Mapha, Pai), Chiang Mai (Doi Suthep, Doi Inthanon, Mae Pau, Mae Klang Falls, Ban Yang, Doi Chiang Dao, Ban Mae Chia, Ban Mae Kon, Ping Khong, Bo Luang, Doi Saket, Mae Sanam), Lamphun (Li), Tak (Raheng); NORTH-EASTERN: Loei (Dan Sai), Sakon Nakhon, Mukdahan (Khamcha-e); EASTERN: Chaiyaphum (Nam Phrom, Thung Kamang); SOUTH-WESTERN: Uthaithani (Khao Nang Ram Research Station).","Myanmar (type), Indochina.","Grassy slopes in open dipterocarp forests, mixed deciduous forests, and open pine forests, 250–1,600 m alt. Flowering: November–February.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Compositae (Asteraceae)&volumeno=13,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Pluchea&tdcode=06434,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=06437,2025-10-20T20:56:39.744897+00:00
13,Compositae (Asteraceae),79. Pluchea,Pluchea,79.0,Pluchea eupatorioides Kurz,This is currently accepted.,"NORTHERN: Mae Hong Son (Pai), Lampang (Huai Tak, Ban Mae Ta), Tak (Ban Phu Pae); SOUTH-WESTERN: Kanchanaburi (Thung Ma Ho to Kaeng Khaep).","Myanmar (type), China (Yunnan, Guangxi), Indochina.","Sandy beds and banks of rivers, 300–600 m alt. Flowering: April–May.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Compositae (Asteraceae)&volumeno=13,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Pluchea&tdcode=06434,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=06435,2025-10-20T20:56:42.411976+00:00
13,Compositae (Asteraceae),79. Pluchea,Pluchea,79.0,Pluchea indica (L.) Less.,This is currently accepted.,"SOUTH-WESTERN: Prachuap Khiri Khan (Sam Roi Yot); CENTRAL: Krung Thep Maha Nakhon (Bangkok), Samut Prakan (Bang Pakong, Bang Pu Kao, Ban Khlong Ta Wai), Nakhon Pathom (Nakhon Chaisi), Samut Sakhon (Ban Khlong Su); SOUTH-EASTERN: Chachoengsao (Bang Pa Ken), Trat (Ko Chang, Klong); PENINSULAR: Chumphon (Kao Mut), Phuket (Thalang, Ko Yao Yai, Nai Han Beach).","India (type), Myanmar, China (Yunnan, Guizhou), the Philippines, Vietnam (Saigon), Malaysia (Malacca), Indonesia.","Open areas in mangrove, evergreen forests and in old clearings, 0–50 m alt. Flowering: August–March, perhaps all year round.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Compositae (Asteraceae)&volumeno=13,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Pluchea&tdcode=06434,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=06436,2025-10-20T20:56:44.998882+00:00
13,Compositae (Asteraceae),79. Pluchea,Pluchea,79.0,Pluchea eupatorioides Kurz,This is currently accepted.,"NORTHERN: Mae Hong Son (Pai), Lampang (Huai Tak, Ban Mae Ta), Tak (Ban Phu Pae); SOUTH-WESTERN: Kanchanaburi (Thung Ma Ho to Kaeng Khaep).","Myanmar (type), China (Yunnan, Guangxi), Indochina.","Sandy beds and banks of rivers, 300–600 m alt. Flowering: April–May.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Compositae (Asteraceae)&volumeno=13,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Pluchea&tdcode=06434,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=06435,2025-10-20T20:56:47.555827+00:00
13,Compositae (Asteraceae),79. Pluchea,Pluchea,79.0,Pluchea indica (L.) Less.,This is currently accepted.,"SOUTH-WESTERN: Prachuap Khiri Khan (Sam Roi Yot); CENTRAL: Krung Thep Maha Nakhon (Bangkok), Samut Prakan (Bang Pakong, Bang Pu Kao, Ban Khlong Ta Wai), Nakhon Pathom (Nakhon Chaisi), Samut Sakhon (Ban Khlong Su); SOUTH-EASTERN: Chachoengsao (Bang Pa Ken), Trat (Ko Chang, Klong); PENINSULAR: Chumphon (Kao Mut), Phuket (Thalang, Ko Yao Yai, Nai Han Beach).","India (type), Myanmar, China (Yunnan, Guizhou), the Philippines, Vietnam (Saigon), Malaysia (Malacca), Indonesia.","Open areas in mangrove, evergreen forests and in old clearings, 0–50 m alt. Flowering: August–March, perhaps all year round.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Compositae (Asteraceae)&volumeno=13,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Pluchea&tdcode=06434,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=06436,2025-10-20T20:56:50.368103+00:00
13,Compositae (Asteraceae),79. Pluchea,Pluchea,79.0,Pluchea polygonata (DC.) Gagnep.,This is currently accepted.,"NORTHERN: Mae Hong Son (Pang Mapha, Pai), Chiang Mai (Doi Suthep, Doi Inthanon, Mae Pau, Mae Klang Falls, Ban Yang, Doi Chiang Dao, Ban Mae Chia, Ban Mae Kon, Ping Khong, Bo Luang, Doi Saket, Mae Sanam), Lamphun (Li), Tak (Raheng); NORTH-EASTERN: Loei (Dan Sai), Sakon Nakhon, Mukdahan (Khamcha-e); EASTERN: Chaiyaphum (Nam Phrom, Thung Kamang); SOUTH-WESTERN: Uthaithani (Khao Nang Ram Research Station).","Myanmar (type), Indochina.","Grassy slopes in open dipterocarp forests, mixed deciduous forests, and open pine forests, 250–1,600 m alt. Flowering: November–February.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Compositae (Asteraceae)&volumeno=13,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Pluchea&tdcode=06434,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=06437,2025-10-20T20:56:53.028576+00:00
13,Compositae (Asteraceae),14. Blumea,Blumea,14.0,Blumea riparia (Blume) DC.,This is currently accepted.,"NORTHERN: Chiang Mai (Doi Inthanon), Nan (Ban Tai); NORTH- EASTERN: Loei (Na Haeo); EASTERN: Nakhon Ratchasima (Khao Laem); SOUTH-WESTERN: Kanchanaburi (Bo Noi); SOUTH-EASTERN: Chanthaburi (Bo Rai, Khao Sabap); PENINSULAR: Chumphon (Paknam, Thako), Ranong (Khao Phota Luang Kaeo), Surat Thani, Krabi (Khao Panom), Nakhon Si Thammarat (Khao Luang, Yong Falls), Pattani (Betong), Narathiwat (Sirindhorn Falls, Bacho).","China (Hainan, Guangdong, Yunnan, Guangxi, Hong Kong, Taiwan), India, Bhutan, Nepal, Myanmar, Indochina, Malaysia (Penang, Sabah), Singapore, Indonesia (Sumatra, Java, Kalimantan, Sulawesi, Maluku, West Irian Jaya, Papua), the Philippines (Luzon, Mindanao, Mindoro, Negros, Palawan, Samar, Surigao, Sulu), Papua New Guinea, New Caledonia.","Edges or interior of open evergreen forests by streams to mountains, 50–1,500 m alt. Flowering: October–March.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Compositae (Asteraceae)&volumeno=13,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Blumea&tdcode=06212,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=06230,2025-10-20T20:56:59.942890+00:00
13,Compositae (Asteraceae),14. Blumea,Blumea,14.0,Blumea lanceolaria (Roxb.) Druce,This is currently accepted.,"NORTHERN: Chiang Mai (Doi Suthep, Doi Chiang Dao), Lampang (Doi Khun Tan, Doi Luang NP), Phrae; NORTH-EASTERN: Phetchabun (Nam Nao NP); EASTERN: Chaiyaphum (Nong Bua Daeng, Khao Phaya); SOUTH-WESTERN: Kanchanaburi (Huai Klity, Song Tho), Ratchaburi (Wangka, Bang Saphan); CENTRAL: Nakhon Nayok (Huai Sai Falls, Khao Yai NP); SOUTH-EASTERN: Chanthaburi (Khao Soi Dao); PENINSULAR: Ranong (Khao Phota Luang Kaeo), Surat Thani (Song Phi Nong), Phuket, Krabi (Khao Phanom), Nakhon Si Thammarat (Khao Luang, Khiriwong).","China (Guangdong, Taiwan), Japan (Ryukyu), India, Bhutan, Nepal, Pakistan, Myanmar, Laos, Vietnam, Malaysia (Sarawak), Indonesia (Kalimantan, Sumatra, Java), the Philippines (Leyte, Luzon, Mindanao, Mindoro, Negros, Samar), Australia (Christmas Island).","Small ravines by streams or clearings in open evergreen forests, 100–1,500 m alt. Flowering: November–April.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Compositae (Asteraceae)&volumeno=13,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Blumea&tdcode=06212,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=06225,2025-10-20T20:57:02.471062+00:00
13,Compositae (Asteraceae),14. Blumea,Blumea,14.0,Blumea balsamifera (L.) DC.,This is currently accepted.,"NORTHERN: Chiang Mai (Doi Chiang Dao, Doi Suthep, Ban Angka Noi, Chom Thong, Pha Hom Pok, SW of Doi Chang), Tak (Huai Krasa, Mae Sot); NORTH- EASTERN: Loei (Si Than); CENTRAL: Nakhon Nayok (Khao Yai NP), Krung Thep Maha Nakhon (Bangkok); SOUTH- EASTERN: Chanthaburi (Pong Nam Ron), Trat (Ko Chang); SOUTH-WESTERN: Uthai Thani (Huai Kha Khaeng), Kanchanaburi (Klang Dong), Ratchaburi (Bang Saphan); CENTRAL: Krung Thep Maha Nakhon (Bangkok); PENINSULAR: Chumphon, Ranong (Khao Phota Luang Kaeo, Praphat beach), Trang (Khao Phap Pha, Khao Chong NP), Narathiwat (Waeng).","China (Hainan, Tibet, Yunnan, Guizhou, Taiwan), India, Bhutan, Nepal, Pakistan, Sri Lanka, Myanmar, Indochina, Malaysia (Sabah, Sarawak), Singapore, Brunei, Indonesia (Borneo, Sumatra, Celebes, Java, Moluccas), the Philippines (Luzon, Leyte, Mindanao, Negros, Palawan, Sulu, Tawi-Tawi), Timor-Leste (Dili), Australia (Christmas Island).","Old clearings or clearings near villages, at roadsides, on dry slopes in deciduous forests or in open evergreen forests and in mixed bamboo thickets, 120–1,400 m alt. Flowering all year round.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Compositae (Asteraceae)&volumeno=13,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Blumea&tdcode=06212,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=06215,2025-10-20T20:57:05.243943+00:00
13,Compositae (Asteraceae),14. Blumea,Blumea,14.0,Blumea junghuhniana (Miq.) Boerl.,This is currently accepted.,PENINSULAR: Ranong (Khao Phota Luang Kaeo).,"Borneo, Indonesia (Merapi – type, Java), New Guinea.","Open lowland and hill evergreen forests with bamboo thickets, 400–1,000 m alt. Flowering: December–February.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Compositae (Asteraceae)&volumeno=13,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Blumea&tdcode=06212,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=06223,2025-10-20T20:57:07.883091+00:00
13,Compositae (Asteraceae),14. Blumea,Blumea,14.0,Blumea aromatica DC.,This is currently accepted.,"NORTHERN: Chiang Mai (Doi Chiang Dao, Doi Inthanon, Doi Pha Hom Pok, Doi Suthep; NORTH-EASTERN: Phetchabun (Nam Nao NP), Loei (Phu Kradueng); SOUTH-EASTERN: Chanthaburi (Khao Soi Dao); PENINSULAR: Ranong (Khao Phota Luang Kaeo).","Nepal Himalaya (type from the valleys between Nepal and Noakote), N India, Bhutan, Myanmar, China (Hainan, Taiwan, Tibet, Guangdong, Guizhou, Guangxi, Yunnan), Taiwan, the Philippines, Indochina, Malaysia, Indonesia.","Clearings in open evergreen forests, 475–1,900 m alt. Flowering: October–May.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Compositae (Asteraceae)&volumeno=13,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Blumea&tdcode=06212,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=06213,2025-10-20T20:57:10.707714+00:00
13,Compositae (Asteraceae),14. Blumea,Blumea,14.0,Blumea densiflora DC.,This is currently accepted.,"NORTHERN: Mae Hong Son (Pai), Chiang Mai (Doi Suthep, Doi Inthanon, Doi Pha Hom Pok, Doi Chang, Muang Khu to Huai Thak, Doi Chong, Doi Khun Huai Pong), Nan (Ban Thin), Tak (Doi Pae Poe); SOUTH-WESTERN: Kanchanaburi (Khao Kamphaeng, Pilok); PENINSULAR: Phangnga (Khao Bangto), Narathiwat (Waeng).","China (Yunnan), India, Bhutan, Nepal, Pakistan, Myanmar, Laos, Vietnam, Malaysia (Penang), Indonesia (Sumatra, Java), the Philippines (Negros), New Caledonia.","Grassy slopes in evergreen forests, on waste slopes in old clearings or in open spaces of bamboo thickets, 1,000–1,800 m alt. Flowering: October–May.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Compositae (Asteraceae)&volumeno=13,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Blumea&tdcode=06212,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=06216,2025-10-20T20:57:13.280037+00:00
13,Compositae (Asteraceae),14. Blumea,Blumea,14.0,Blumea oxyodonta DC.,This is currently accepted.,"NORTHERN: Chiang Mai (Doi Suthep, Bo Luang, Fang, Ban Kao, Meping); NORTH-EASTERN: Sakon Nakhon (Kamtakla); SOUTH-EASTERN: Trat (Ko Chang).","India (Negapatam, Bengal – type), Bhutan, China (Yunnan), Vietnam.","Dry and open places with sandy soil or sandy waysides, from sea level to 1,700 m alt. Flowering: October–May.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Compositae (Asteraceae)&volumeno=13,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Blumea&tdcode=06212,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=06228,2025-10-20T20:57:16.103103+00:00
13,Compositae (Asteraceae),14. Blumea,Blumea,14.0,Blumea flava DC.,This is currently accepted.,"NORTHERN: Mae Hong Son (Khun Yuam, Ban Huai Hi, Pai, Mo Paeng Falls), Chiang Mai (Khun Khong, Doi Pha Hom Pok, Doi Suthep, Doi Chiang Dao, Doi Angka, Mae Klang Falls, Ban Yang, Doi Inthanon, Mae Pau, Sop Ap, Mae Hoi, Mae Chia-Ban, Mae Kon, Doi Chang, Mae Sanam, Omkoi, Maelit Bridge, Mae Pan Falls, Mae Sao Watershed Management Station), Chiang Rai (Doi Phacho, Chiang Khan), Lampang (Huai Maesan, Khun Tan NP, Chae Son NP), Nan (Pha Sing), Tak (Khao Phra Wo, Raheng, Umphang); NORTH-EASTERN: Phetchabun (Nam Nao NP, Thung Salaeng Luang NP), Loei (Phu Kradueng, Phu Luang), Nong Khai (Sangkhom), Sakon Nakhon (Phu Phan NP), Nakhon Phanom, Mukdahan (Dongman, Phu Mu NP), Khon Kaen (Mo Din Daeng, Phu Wiang NP, Phu Ta Ka, Wiang Kao); EASTERN: Chaiyaphum (Huai Pathao, Phu Khiao), Nakhon Ratchasima (Nong Phakchi, Khao Yai NP), Ubon Ratchathani (Chong Mek); SOUTH-WESTERN: Uthai Thani (Huai Kha Kaeng WS); Kanchanaburi (Huai Bankao, Thong Phaphum); SOUTH-EASTERN: Trat (Ko Chang); PENINSULAR: Phangnga (Ko Kho Khao).","Pakistan, India (Eastern India – type, Bengal, Mysore), Nepal (type of","Dry grassy slopes in old clearings, mixed deciduous and dipterocarp forests, pine-oak forests, 450–1,800 m alt. Flowering: November–March.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Compositae (Asteraceae)&volumeno=13,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Blumea&tdcode=06212,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=06218,2025-10-20T20:57:18.661861+00:00
13,Compositae (Asteraceae),14. Blumea,Blumea,14.0,Blumea sessiliflora Decne.,This is currently accepted.,"NORTHERN: Chiang Mai (Doi Suthep, Doi Ang Khang), Tak (Lan Sang NP); NORTH-EASTERN: Phetchabun (Nam Nao NP); SOUTH-WESTERN: Kanchanaburi (Thong Pha Phum NP); CENTRAL: Nakhon Nayok (Nakhon Nayok Falls); SOUTH-EASTERN: Trat (Ko Chang); PENINSULAR: Chumphon (Bang Son), Ranong (Khao Phota Luang Kaeo), Surat Thani.","China (Guangdong), India, Bhutan, Nepal, Myanmar, Indochina, Malaysia (Peninsular), Indonesia (Java, Sulawesi, Sumbawa, West Timor, Flores).","Along roads, edges of dry evergreen forests, bamboo thickets on limestone, 400–1,100 m alt. Flowering: November–March.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Compositae (Asteraceae)&volumeno=13,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Blumea&tdcode=06212,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=06232,2025-10-20T20:57:21.489427+00:00
13,Compositae (Asteraceae),14. Blumea,Blumea,14.0,Blumea fistulosa (Roxb.) Kurz,This is currently accepted.,"NORTHERN: Mae Hong Son (Pai WS, Mo Paeng Falls, Mae Sariang, Huai Hi), Chiang Mai (Doi Chang, Doi Chiang Dao, Doi Inthanon, Doi Mae Ya, Doi Pui, Doi Suthep, Mae Taman Reforestation Unit, Bo Luang, Pha Hom Pok, Muang to Yang, Ban Mae Khon, Mae Sanam, Hot, Mae Sao Watershed Management Station, Om Koi, Pine Improvement Centre, Fang to Chiang Rai along route 109, Doi Ruea Wuak), Chiang Rai (Chiang Khan, Pang Kia, Mae Sai, Doi Tung, Ban Hua Suek), Lampang (Ban Mae Thak, Huai Maesan, Hangchat, Doi Khun Tan, Mae Tha), Phrae (Huai Rong, Den Chai), Tak; NORTH-EASTERN: Phetchabun (Pha Daeng Cliff, Nam Nao NP), Loei (Phu Kradueng, Phu Luang), Nakhon Phanom (Dongman), Mukdahan; EASTERN: Nakhon Ratchasima (Khao Khiao to Wang Takrai Falls, Khao Yai NP); SOUTH-WESTERN: Uthai Thani (Ma Di river area, Huai Kha Khaeng WS); Kanchanaburi (Huai Lam Ton to Erawan Falls); SOUTH-EASTERN: Prachin Buri, Chon Buri (Nong Yai Bu, Sri Racha).","China (Hainan, Guangdong, Yunnan, Guizhou, Guangxi, Hong Kong), India (type), Bhutan, Nepal, Myanmar, Indochina.","Among grasses in oak forests, humus-rich slopes in open hill evergreen, mixed deciduous, dry dipterocarp forests, clearings in limestone areas, 200–1,600 m alt. Flowering: October–March.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Compositae (Asteraceae)&volumeno=13,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Blumea&tdcode=06212,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=06217,2025-10-20T20:57:24.322342+00:00
13,Compositae (Asteraceae),14. Blumea,Blumea,14.0,Blumea hossei Craib,This is currently accepted.,"NORTHERN: Chiang Mai (Doi Suthep), Chiang Rai (Ban Hua Suek).",Laos.,"Marshy savanna, 900–1,300 m alt. Flowering: December–April.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Compositae (Asteraceae)&volumeno=13,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Blumea&tdcode=06212,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=06222,2025-10-20T20:57:26.888974+00:00
13,Compositae (Asteraceae),14. Blumea,Blumea,14.0,Blumea hamiltonii DC.,This is currently accepted.,"NORTHERN: Chiang Mai (Khun Khong), Chiang Rai.","China (Yunnan, Taiwan), India, Myanmar, Laos, Vietnam, Indonesia (Sumatra).","Occurring in grasslands, in shady places, to 1,100 m alt. Flowering: March–June.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Compositae (Asteraceae)&volumeno=13,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Blumea&tdcode=06212,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=06219,2025-10-20T20:57:29.657793+00:00
